b9bbd54adabd95411b934cde,9ae4eb97825ea99dbd8e3e45,1,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
b3daceedcf9ad6fba076a0db,e1440eb8f4f1cfeaa92f4350,2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
f307f5e5e1e5efecdf7d6bce,eeed4860e97376dca9c15b0b,2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
d1f6de6fbd5fcbfbc8d54547,f95a2feca2a11deadfa65c77,-1,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
3fff4fe7ef2df9a282dc9b07,adaf893326ec06ec7ef1da4c,-1,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
bccb7764afe5cefef4dcf5ff,0edb5a9be5dc5e71dbabfba6,2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
ae0e43af6dfb06ac2ea1e4c1,df69ba3f35e9febcdabece8e,3,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
e11d9d823acde0eaee696411,da70bfec4b5de4b7c2d352a5,3,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
3fff4fe7ef2df9a282dc9b07,bcbbdd84aeff3c6c7ef781df,3,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
8e8e84cdccfdc00cf9923317,07950fcc6ee3d8d74f06fd6a,-1,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
ca08d42bb7bfacad912eda57,a4a5eb8cbcfa2e1c0df5ea7c,3,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
fee51da98082a5fa647efb10,c0d410afe6706faa503e541a,-2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
b044bae7e38fcfdddbed2b33,d15d82c86c5d257bcdfbf77e,2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
7dc61ec5e32b68f9addc93fd,b9f4ec7e29d2051bdddc6e38,2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
8e8e84cdccfdc00cf9923317,ed3e42dbb7a6aad838acf3bf,-2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
cf0cdc3580edddbccbdfcefd,68bd14cf8e5d20a1c4bba405,-1,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
02d8f90b1de1982a6433fe16,0aedcb23611a3eeefded38ed,-2,Sat Nov 18 2023 07:52:43 GMT+0700 (Indochina Time)
